year,state,county_name,county_fips,candidatevotes_democrat,candidatevotes_republican,pctvotes_democrat,pctvotes_republican,winner
2016,ALABAMA,AUTAUGA,1001.0,5936.0,18172.0,0.2376967124494454,0.7276658791494814,republican
2016,ALABAMA,BALDWIN,1003.0,18458.0,72883.0,0.193856010082445,0.765457123352413,republican
2016,ALABAMA,BARBOUR,1005.0,4871.0,5454.0,0.46527844111185407,0.5209666634826631,republican
2016,ALABAMA,BIBB,1007.0,1874.0,6738.0,0.21249574781721284,0.7640322031976414,republican
2016,ALABAMA,BLOUNT,1009.0,2156.0,22859.0,0.08425824605283727,0.8933484445833985,republican
2016,ALABAMA,BULLOCK,1011.0,3530.0,1140.0,0.7494692144373672,0.24203821656050956,democrat
2016,ALABAMA,BUTLER,1013.0,3726.0,4901.0,0.4267063673843335,0.5612688960146587,republican
2016,ALABAMA,CALHOUN,1015.0,13242.0,32865.0,0.2766588667892362,0.6866329600534848,republican
2016,ALABAMA,CHAMBERS,1017.0,5784.0,7843.0,0.41611510791366907,0.5642446043165468,republican
2016,ALABAMA,CHEROKEE,1019.0,1547.0,8953.0,0.14413491102208142,0.8341563402590143,republican
2016,ALABAMA,CHILTON,1021.0,2911.0,15081.0,0.15847351516141325,0.8210027764167892,republican
2016,ALABAMA,CHOCTAW,1023.0,3109.0,4106.0,0.4263576522216127,0.5630828304991772,republican
2016,ALABAMA,CLARKE,1025.0,5749.0,7140.0,0.4411787276494513,0.5479241807996317,republican
2016,ALABAMA,CLAY,1027.0,1237.0,5245.0,0.1867451690821256,0.7918176328502415,republican
2016,ALABAMA,CLEBURNE,1029.0,684.0,5764.0,0.1037463976945245,0.8742605794023964,republican
2016,ALABAMA,COFFEE,1031.0,4221.0,15875.0,0.20325516444358838,0.7644339577213849,republican
2016,ALABAMA,COLBERT,1033.0,7312.0,16746.0,0.2934778246036524,0.6721252257676099,republican
2016,ALABAMA,CONECUH,1035.0,3080.0,3420.0,0.4677296886864085,0.5193621867881549,republican
