year,state,county_name,county_fips,candidatevotes_democrat,candidatevotes_republican,pctvotes_democrat,pctvotes_republican,winner
2012,ALABAMA,AUTAUGA,1001.0,6363.0,17379.0,0.2658783219120842,0.7261825171318737,republican
2012,ALABAMA,BALDWIN,1003.0,18424.0,66016.0,0.21589444327263352,0.7735826946963837,republican
2012,ALABAMA,BARBOUR,1005.0,5912.0,5550.0,0.5136849422191329,0.48223129724563385,democrat
2012,ALABAMA,BIBB,1007.0,2202.0,6132.0,0.261520190023753,0.7282660332541567,republican
2012,ALABAMA,BLOUNT,1009.0,2970.0,20757.0,0.12371907023244189,0.8646588352911772,republican
2012,ALABAMA,BULLOCK,1011.0,4061.0,1251.0,0.7630590003757985,0.2350620067643743,democrat
2012,ALABAMA,BUTLER,1013.0,4374.0,5087.0,0.4606149957877001,0.5356992417860151,republican
2012,ALABAMA,CALHOUN,1015.0,15511.0,30278.0,0.33532222150161056,0.6545603908597618,republican
2012,ALABAMA,CHAMBERS,1017.0,6871.0,7626.0,0.4702621312709602,0.5219355280268291,republican
2012,ALABAMA,CHEROKEE,1019.0,2132.0,7506.0,0.21801820227017077,0.7675631455159014,republican
2012,ALABAMA,CHILTON,1021.0,3397.0,13932.0,0.19453670828083838,0.7978467529492612,republican
2012,ALABAMA,CHOCTAW,1023.0,3786.0,4152.0,0.4751506024096386,0.5210843373493976,republican
2012,ALABAMA,CLARKE,1025.0,6334.0,7470.0,0.4572955021298101,0.539311241065627,republican
2012,ALABAMA,CLAY,1027.0,1777.0,4817.0,0.26673671570099067,0.7230561392975082,republican
2012,ALABAMA,CLEBURNE,1029.0,971.0,5272.0,0.15400475812846948,0.836161776367962,republican
2012,ALABAMA,COFFEE,1031.0,4925.0,14666.0,0.24911482043500252,0.741831057157309,republican
2012,ALABAMA,COLBERT,1033.0,9166.0,13936.0,0.3919606585418003,0.5959375668163353,republican
2012,ALABAMA,CONECUH,1035.0,3555.0,3439.0,0.5062660210766163,0.4897465109655369,democrat
2012,ALABAMA,COOSA,1037.0,2191.0,3049.0,0.41582843044220913,0.5786676788764471,republican
2012,ALABAMA,COVINGTON,1039.0,3158.0,12153.0,0.20475912598067822,0.7879789924139272,republican
2012,ALABAMA,CRENSHAW,1041.0,2050.0,4331.0,0.31941414770956683,0.6748208164537239,republican
2012,ALABAMA,CULLMAN,1043.0,5052.0,28999.0,0.14661752328989755,0.841599674957193,republican
2012,ALABAMA,DALE,1045.0,5286.0,13108.0,0.28485207738319773,0.7063641752438433,republican
2012,ALABAMA,DALLAS,1047.0,14612.0,6288.0,0.6973703049682624,0.3001002243115544,democrat
